Total Nacional;Comunidades y Ciudades Autónomas;Ámbito de estudio;Tasas de actividad, empleo y paro;Total
Total nacional;Castilla y León;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de actividad;96,4
Total nacional;Castilla y León;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de empleo;92,9
Total nacional;Castilla y León;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de paro;3,6
Total nacional;Castilla y León;Agricultura y ganadería;Tasa de actividad;96,4
Total nacional;Castilla y León;Agricultura y ganadería;Tasa de empleo;94,6
Total nacional;Castilla y León;Agricultura y ganadería;Tasa de paro;1,9
Total nacional;Castilla y León;Silvicultura;Tasa de actividad;98,4
Total nacional;Castilla y León;Silvicultura;Tasa de empleo;96,8
Total nacional;Castilla y León;Silvicultura;Tasa de paro;1,6
Total nacional;Castilla y León;Veterinaria;Tasa de actividad;93,5
Total nacional;Castilla y León;Veterinaria;Tasa de empleo;82,6
Total nacional;Castilla y León;Veterinaria;Tasa de paro;11,7
Total nacional;Castilla y León;09 - SALUD Y SERVICIOS SOCIALES;Tasa de actividad;97,7
Total nacional;Castilla y León;09 - SALUD Y SERVICIOS SOCIALES;Tasa de empleo;95,9
Total nacional;Castilla y León;09 - SALUD Y SERVICIOS SOCIALES;Tasa de paro;1,8
Total nacional;Castilla y León;Medicina;Tasa de actividad;100,0
Total nacional;Castilla y León;Medicina;Tasa de empleo;100,0
Total nacional;Castilla y León;Medicina;Tasa de paro;0,0
Total nacional;Castilla y León;Enfermería;Tasa de actividad;97,9
Total nacional;Castilla y León;Enfermería;Tasa de empleo;96,9
Total nacional;Castilla y León;Enfermería;Tasa de paro;1,0
Total nacional;Castilla y León;Salud (Otros estudios);Tasa de actividad;97,3
Total nacional;Castilla y León;Salud (Otros estudios);Tasa de empleo;94,7
Total nacional;Castilla y León;Salud (Otros estudios);Tasa de paro;2,6
Total nacional;Castilla y León;Servicios sociales;Tasa de actividad;95,2
Total nacional;Castilla y León;Servicios sociales;Tasa de empleo;90,6
Total nacional;Castilla y León;Servicios sociales;Tasa de paro;4,8
Total nacional;Castilla y León;10 - SERVICIOS;Tasa de actividad;94,2
Total nacional;Castilla y León;10 - SERVICIOS;Tasa de empleo;85,3
Total nacional;Castilla y León;10 - SERVICIOS;Tasa de paro;9,5
Total nacional;Castilla y León;Actividades físicas y deportivas;Tasa de actividad;94,4
Total nacional;Castilla y León;Actividades físicas y deportivas;Tasa de empleo;86,5
Total nacional;Castilla y León;Actividades físicas y deportivas;Tasa de paro;8,4
Total nacional;Castilla y León;Viajes, turismo y ocio;Tasa de actividad;93,4
Total nacional;Castilla y León;Viajes, turismo y ocio;Tasa de empleo;79,1
Total nacional;Castilla y León;Viajes, turismo y ocio;Tasa de paro;15,3
Total nacional;Castilla y León;Servicios (Otros estudios);Tasa de actividad;0,0
Total nacional;Castilla y León;Servicios (Otros estudios);Tasa de empleo;0,0
Total nacional;Castilla y León;Servicios (Otros estudios);Tasa de paro;0,0
Total nacional;Castilla - La Mancha;TOTAL;Tasa de actividad;92,3
Total nacional;Castilla - La Mancha;TOTAL;Tasa de empleo;81,4
Total nacional;Castilla - La Mancha;TOTAL;Tasa de paro;11,8
Total nacional;Castilla - La Mancha;01 - EDUCACIÓN;Tasa de actividad;90,4
Total nacional;Castilla - La Mancha;01 - EDUCACIÓN;Tasa de empleo;75,2
Total nacional;Castilla - La Mancha;01 - EDUCACIÓN;Tasa de paro;16,7
Total nacional;Castilla - La Mancha;Formación de docentes de enseñanza infantil;Tasa de actividad;83,7
Total nacional;Castilla - La Mancha;Formación de docentes de enseñanza infantil;Tasa de empleo;67,2
Total nacional;Castilla - La Mancha;Formación de docentes de enseñanza infantil;Tasa de paro;19,7
Total nacional;Castilla - La Mancha;Formación de docentes de enseñanza primaria;Tasa de actividad;93,7
Total nacional;Castilla - La Mancha;Formación de docentes de enseñanza primaria;Tasa de empleo;78,8
Total nacional;Castilla - La Mancha;Formación de docentes de enseñanza primaria;Tasa de paro;15,9
Total nacional;Castilla - La Mancha;Educación (Otros estudios);Tasa de actividad;97,8
Total nacional;Castilla - La Mancha;Educación (Otros estudios);Tasa de empleo;87,9
Total nacional;Castilla - La Mancha;Educación (Otros estudios);Tasa de paro;10,1
Total nacional;Castilla - La Mancha;02 - ARTES Y HUMANIDADES;Tasa de actividad;83,9
Total nacional;Castilla - La Mancha;02 - ARTES Y HUMANIDADES;Tasa de empleo;67,8
Total nacional;Castilla - La Mancha;02 - ARTES Y HUMANIDADES;Tasa de paro;19,2
Total nacional;Castilla - La Mancha;Técnicas audiovisuales y medios de comunicación;Tasa de actividad;0,0
Total nacional;Castilla - La Mancha;Técnicas audiovisuales y medios de comunicación;Tasa de empleo;0,0
Total nacional;Castilla - La Mancha;Técnicas audiovisuales y medios de comunicación;Tasa de paro;0,0
Total nacional;Castilla - La Mancha;Artes (Otros estudios);Tasa de actividad;76,9
Total nacional;Castilla - La Mancha;Artes (Otros estudios);Tasa de empleo;62,4
Total nacional;Castilla - La Mancha;Artes (Otros estudios);Tasa de paro;18,9
Total nacional;Castilla - La Mancha;Humanidades;Tasa de actividad;87,9
Total nacional;Castilla - La Mancha;Humanidades;Tasa de empleo;66,5
Total nacional;Castilla - La Mancha;Humanidades;Tasa de paro;24,4
Total nacional;Castilla - La Mancha;Lenguas;Tasa de actividad;100,0
Total nacional;Castilla - La Mancha;Lenguas;Tasa de empleo;91,2
Total nacional;Castilla - La Mancha;Lenguas;Tasa de paro;8,8
Total nacional;Castilla - La Mancha;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de actividad;97,6
Total nacional;Castilla - La Mancha;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de empleo;89,2
Total nacional;Castilla - La Mancha;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de paro;8,6
Total nacional;Castilla - La Mancha;Economía;Tasa de actividad;96,7
Total nacional;Castilla - La Mancha;Economía;Tasa de empleo;90,0
Total nacional;Castilla - La Mancha;Economía;Tasa de paro;6,9
Total nacional;Castilla - La Mancha;Psicología;Tasa de actividad;0,0
Total nacional;Castilla - La Mancha;Psicología;Tasa de empleo;0,0
Total nacional;Castilla - La Mancha;Psicología;Tasa de paro;0,0
Total nacional;Castilla - La Mancha;Ciencias sociales y del comportamiento (Otros estudios);Tasa de actividad;.
Total nacional;Castilla - La Mancha;Ciencias sociales y del comportamiento (Otros estudios);Tasa de empleo;.
Total nacional;Castilla - La Mancha;Ciencias sociales y del comportamiento (Otros estudios);Tasa de paro;.
Total nacional;Castilla - La Mancha;Periodismo y documentación;Tasa de actividad;100,0
Total nacional;Castilla - La Mancha;Periodismo y documentación;Tasa de empleo;86,7
Total nacional;Castilla - La Mancha;Periodismo y documentación;Tasa de paro;13,3
Total nacional;Castilla - La Mancha;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de actividad;89,3
Total nacional;Castilla - La Mancha;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de empleo;77,0
Total nacional;Castilla - La Mancha;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de paro;13,8
Total nacional;Castilla - La Mancha;Dirección y administración;Tasa de actividad;91,8
Total nacional;Castilla - La Mancha;Dirección y administración;Tasa de empleo;81,7
Total nacional;Castilla - La Mancha;Dirección y administración;Tasa de paro;11,0
Total nacional;Castilla - La Mancha;Negocios y administración (Otros estudios);Tasa de actividad;0,0
Total nacional;Castilla - La Mancha;Negocios y administración (Otros estudios);Tasa de empleo;0,0
Total nacional;Castilla - La Mancha;Negocios y administración (Otros estudios);Tasa de paro;0,0
Total nacional;Castilla - La Mancha;Derecho;Tasa de actividad;84,3
Total nacional;Castilla - La Mancha;Derecho;Tasa de empleo;67,6
Total nacional;Castilla - La Mancha;Derecho;Tasa de paro;19,8
Total nacional;Castilla - La Mancha;05 - CIENCIAS;Tasa de actividad;94,9
Total nacional;Castilla - La Mancha;05 - CIENCIAS;Tasa de empleo;88,0
Total nacional;Castilla - La Mancha;05 - CIENCIAS;Tasa de paro;7,2
Total nacional;Castilla - La Mancha;Ciencias de la vida;Tasa de actividad;100,0
Total nacional;Castilla - La Mancha;Ciencias de la vida;Tasa de empleo;93,4
Total nacional;Castilla - La Mancha;Ciencias de la vida;Tasa de paro;6,6
Total nacional;Castilla - La Mancha;Medio ambiente;Tasa de actividad;96,7
Total nacional;Castilla - La Mancha;Medio ambiente;Tasa de empleo;93,4
Total nacional;Castilla - La Mancha;Medio ambiente;Tasa de paro;3,4
Total nacional;Castilla - La Mancha;Ciencias químicas, físicas y geológicas;Tasa de actividad;90,0
Total nacional;Castilla - La Mancha;Ciencias químicas, físicas y geológicas;Tasa de empleo;78,7
Total nacional;Castilla - La Mancha;Ciencias químicas, físicas y geológicas;Tasa de paro;12,5
Total nacional;Castilla - La Mancha;Matemáticas y estadística;Tasa de actividad;0,0
Total nacional;Castilla - La Mancha;Matemáticas y estadística;Tasa de empleo;0,0
Total nacional;Castilla - La Mancha;Matemáticas y estadística;Tasa de paro;0,0
Total nacional;Castilla - La Mancha;06 - INFORMÁTICA;Tasa de actividad;97,6
Total nacional;Castilla - La Mancha;06 - INFORMÁTICA;Tasa de empleo;97,6
Total nacional;Castilla - La Mancha;06 - INFORMÁTICA;Tasa de paro;0,0
Total nacional;Castilla - La Mancha;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de actividad;97,7
Total nacional;Castilla - La Mancha;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de empleo;91,8
Total nacional;Castilla - La Mancha;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de paro;6,0
Total nacional;Castilla - La Mancha;Ingeniería y profesiones afines;Tasa de actividad;98,6
Total nacional;Castilla - La Mancha;Ingeniería y profesiones afines;Tasa de empleo;92,9
Total nacional;Castilla - La Mancha;Ingeniería y profesiones afines;Tasa de paro;5,8
Total nacional;Castilla - La Mancha;Industria manufacturera y producción;Tasa de actividad;94,9
Total nacional;Castilla - La Mancha;Industria manufacturera y producción;Tasa de empleo;80,1
Total nacional;Castilla - La Mancha;Industria manufacturera y producción;Tasa de paro;15,6
Total nacional;Castilla - La Mancha;Arquitectura y construcción;Tasa de actividad;95,9
Total nacional;Castilla - La Mancha;Arquitectura y construcción;Tasa de empleo;92,2
Total nacional;Castilla - La Mancha;Arquitectura y construcción;Tasa de paro;3,9
Total nacional;Castilla - La Mancha;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de actividad;92,6
Total nacional;Castilla - La Mancha;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de empleo;87,9
Total nacional;Castilla - La Mancha;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de paro;5,1
Total nacional;Castilla - La Mancha;Agricultura y ganadería;Tasa de actividad;90,4
Total nacional;Castilla - La Mancha;Agricultura y ganadería;Tasa de empleo;86,9
Total nacional;Castilla - La Mancha;Agricultura y ganadería;Tasa de paro;3,9
Total nacional;Castilla - La Mancha;Silvicultura;Tasa de actividad;100,0
Total nacional;Castilla - La Mancha;Silvicultura;Tasa de empleo;91,3
Total nacional;Castilla - La Mancha;Silvicultura;Tasa de paro;8,7
Total nacional;Castilla - La Mancha;Veterinaria;Tasa de actividad;0,0
Total nacional;Castilla - La Mancha;Veterinaria;Tasa de empleo;0,0
Total nacional;Castilla - La Mancha;Veterinaria;Tasa de paro;0,0
Total nacional;Castilla - La Mancha;09 - SALUD Y SERVICIOS SOCIALES;Tasa de actividad;96,9
Total nacional;Castilla - La Mancha;09 - SALUD Y SERVICIOS SOCIALES;Tasa de empleo;90,3
Total nacional;Castilla - La Mancha;09 - SALUD Y SERVICIOS SOCIALES;Tasa de paro;6,7
Total nacional;Castilla - La Mancha;Medicina;Tasa de actividad;100,0
Total nacional;Castilla - La Mancha;Medicina;Tasa de empleo;97,5
Total nacional;Castilla - La Mancha;Medicina;Tasa de paro;2,5
Total nacional;Castilla - La Mancha;Enfermería;Tasa de actividad;95,4
Total nacional;Castilla - La Mancha;Enfermería;Tasa de empleo;87,6
Total nacional;Castilla - La Mancha;Enfermería;Tasa de paro;8,2
Total nacional;Castilla - La Mancha;Salud (Otros estudios);Tasa de actividad;100,0
Total nacional;Castilla - La Mancha;Salud (Otros estudios);Tasa de empleo;99,1
Total nacional;Castilla - La Mancha;Salud (Otros estudios);Tasa de paro;0,9
Total nacional;Castilla - La Mancha;Servicios sociales;Tasa de actividad;97,6
Total nacional;Castilla - La Mancha;Servicios sociales;Tasa de empleo;88,2
Total nacional;Castilla - La Mancha;Servicios sociales;Tasa de paro;9,6
Total nacional;Castilla - La Mancha;10 - SERVICIOS;Tasa de actividad;96,8
Total nacional;Castilla - La Mancha;10 - SERVICIOS;Tasa de empleo;87,5
Total nacional;Castilla - La Mancha;10 - SERVICIOS;Tasa de paro;9,6
Total nacional;Castilla - La Mancha;Actividades físicas y deportivas;Tasa de actividad;96,8
Total nacional;Castilla - La Mancha;Actividades físicas y deportivas;Tasa de empleo;87,5
Total nacional;Castilla - La Mancha;Actividades físicas y deportivas;Tasa de paro;9,6
Total nacional;Castilla - La Mancha;Viajes, turismo y ocio;Tasa de actividad;0,0
Total nacional;Castilla - La Mancha;Viajes, turismo y ocio;Tasa de empleo;0,0
Total nacional;Castilla - La Mancha;Viajes, turismo y ocio;Tasa de paro;0,0
Total nacional;Castilla - La Mancha;Servicios (Otros estudios);Tasa de actividad;0,0
Total nacional;Castilla - La Mancha;Servicios (Otros estudios);Tasa de empleo;0,0
Total nacional;Castilla - La Mancha;Servicios (Otros estudios);Tasa de paro;0,0
Total nacional;Cataluña;TOTAL;Tasa de actividad;95,8
Total nacional;Cataluña;TOTAL;Tasa de empleo;90,8
Total nacional;Cataluña;TOTAL;Tasa de paro;5,2
Total nacional;Cataluña;01 - EDUCACIÓN;Tasa de actividad;95,3
Total nacional;Cataluña;01 - EDUCACIÓN;Tasa de empleo;92,0
Total nacional;Cataluña;01 - EDUCACIÓN;Tasa de paro;3,5
Total nacional;Cataluña;Formación de docentes de enseñanza infantil;Tasa de actividad;95,1
Total nacional;Cataluña;Formación de docentes de enseñanza infantil;Tasa de empleo;89,7
Total nacional;Cataluña;Formación de docentes de enseñanza infantil;Tasa de paro;5,7
Total nacional;Cataluña;Formación de docentes de enseñanza primaria;Tasa de actividad;96,9
Total nacional;Cataluña;Formación de docentes de enseñanza primaria;Tasa de empleo;95,4
Total nacional;Cataluña;Formación de docentes de enseñanza primaria;Tasa de paro;1,6
Total nacional;Cataluña;Educación (Otros estudios);Tasa de actividad;93,5
Total nacional;Cataluña;Educación (Otros estudios);Tasa de empleo;89,9
Total nacional;Cataluña;Educación (Otros estudios);Tasa de paro;3,8
Total nacional;Cataluña;02 - ARTES Y HUMANIDADES;Tasa de actividad;91,4
Total nacional;Cataluña;02 - ARTES Y HUMANIDADES;Tasa de empleo;83,5
Total nacional;Cataluña;02 - ARTES Y HUMANIDADES;Tasa de paro;8,7
Total nacional;Cataluña;Técnicas audiovisuales y medios de comunicación;Tasa de actividad;91,7
Total nacional;Cataluña;Técnicas audiovisuales y medios de comunicación;Tasa de empleo;82,0
Total nacional;Cataluña;Técnicas audiovisuales y medios de comunicación;Tasa de paro;10,5
Total nacional;Cataluña;Artes (Otros estudios);Tasa de actividad;92,6
Total nacional;Cataluña;Artes (Otros estudios);Tasa de empleo;80,8
Total nacional;Cataluña;Artes (Otros estudios);Tasa de paro;12,8
Total nacional;Cataluña;Humanidades;Tasa de actividad;85,7
Total nacional;Cataluña;Humanidades;Tasa de empleo;79,5
Total nacional;Cataluña;Humanidades;Tasa de paro;7,2
Total nacional;Cataluña;Lenguas;Tasa de actividad;94,7
Total nacional;Cataluña;Lenguas;Tasa de empleo;89,1
Total nacional;Cataluña;Lenguas;Tasa de paro;5,9
Total nacional;Cataluña;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de actividad;96,9
Total nacional;Cataluña;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de empleo;88,8
Total nacional;Cataluña;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de paro;8,4
Total nacional;Cataluña;Economía;Tasa de actividad;94,0
Total nacional;Cataluña;Economía;Tasa de empleo;89,7
Total nacional;Cataluña;Economía;Tasa de paro;4,5
Total nacional;Cataluña;Psicología;Tasa de actividad;99,1
Total nacional;Cataluña;Psicología;Tasa de empleo;86,7
Total nacional;Cataluña;Psicología;Tasa de paro;12,5
Total nacional;Cataluña;Ciencias sociales y del comportamiento (Otros estudios);Tasa de actividad;95,4
Total nacional;Cataluña;Ciencias sociales y del comportamiento (Otros estudios);Tasa de empleo;92,8
Total nacional;Cataluña;Ciencias sociales y del comportamiento (Otros estudios);Tasa de paro;2,7
Total nacional;Cataluña;Periodismo y documentación;Tasa de actividad;98,2
Total nacional;Cataluña;Periodismo y documentación;Tasa de empleo;86,2
Total nacional;Cataluña;Periodismo y documentación;Tasa de paro;12,2
Total nacional;Cataluña;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de actividad;96,0
Total nacional;Cataluña;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de empleo;92,5
Total nacional;Cataluña;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de paro;3,7
Total nacional;Cataluña;Dirección y administración;Tasa de actividad;96,9
Total nacional;Cataluña;Dirección y administración;Tasa de empleo;94,2
Total nacional;Cataluña;Dirección y administración;Tasa de paro;2,8
Total nacional;Cataluña;Negocios y administración (Otros estudios);Tasa de actividad;97,0
Total nacional;Cataluña;Negocios y administración (Otros estudios);Tasa de empleo;92,4
Total nacional;Cataluña;Negocios y administración (Otros estudios);Tasa de paro;4,7
Total nacional;Cataluña;Derecho;Tasa de actividad;93,6
Total nacional;Cataluña;Derecho;Tasa de empleo;89,0
Total nacional;Cataluña;Derecho;Tasa de paro;4,9
Total nacional;Cataluña;05 - CIENCIAS;Tasa de actividad;96,8
Total nacional;Cataluña;05 - CIENCIAS;Tasa de empleo;87,0
Total nacional;Cataluña;05 - CIENCIAS;Tasa de paro;10,1
